date,window_start,predict_from,predict_to,given_end_price,actual_close,predicted_close
2026-07-15,13:05,15:00,15:10,814.95,815.85,813.08057
2026-07-15,13:15,15:10,15:20,815.85,815.6,814.9517
2026-07-16,09:15,11:10,11:20,813.8,812.9,814.12354
2026-07-16,09:25,11:20,11:30,812.9,812.5,812.8001
2026-07-16,09:35,11:30,11:40,812.5,812.6,812.1924
2026-07-16,09:45,11:40,11:50,812.6,813.1,812.38086
2026-07-16,09:55,11:50,12:00,813.1,811.35,813.1093
2026-07-16,10:05,12:00,12:10,811.35,811.8,811.5043
2026-07-16,10:15,12:10,12:20,811.8,811.75,811.9833
2026-07-16,10:25,12:20,12:30,811.75,811.65,811.34845
2026-07-16,10:35,12:30,12:40,811.65,810.8,811.7405
2026-07-16,10:45,12:40,12:50,810.8,810.65,811.712
2026-07-16,10:55,12:50,13:00,810.65,810.7,810.99384
2026-07-16,11:05,13:00,13:10,810.7,809.75,811.00665
2026-07-16,11:15,13:10,13:20,809.75,809.85,810.371
2026-07-16,11:25,13:20,13:30,809.85,808.15,809.6702
2026-07-16,11:35,13:30,13:40,808.15,807.0,808.5819
2026-07-16,11:45,13:40,13:50,807.0,808.15,807.4098
2026-07-16,11:55,13:50,14:00,808.15,809.7,808.1425
2026-07-16,12:05,14:00,14:10,809.7,808.95,808.41296
2026-07-16,12:15,14:10,14:20,808.95,808.9,809.2318
2026-07-16,12:25,14:20,14:30,808.9,809.65,809.132
2026-07-16,12:35,14:30,14:40,809.65,808.3,808.9855
2026-07-16,12:45,14:40,14:50,808.3,807.95,809.1312
2026-07-16,12:55,14:50,15:00,807.95,808.15,806.8243
2026-07-16,13:05,15:00,15:10,808.15,808.45,808.8011
2026-07-16,13:15,15:10,15:20,808.45,807.9,808.4389
2026-07-17,09:15,11:10,11:20,817.45,818.65,817.67566
2026-07-17,09:25,11:20,11:30,818.65,819.0,817.4925
2026-07-17,09:35,11:30,11:40,819.0,819.05,817.9804
2026-07-17,09:45,11:40,11:50,819.05,819.3,817.8669
2026-07-17,09:55,11:50,12:00,819.3,818.55,819.1131
2026-07-17,10:05,12:00,12:10,818.55,817.8,818.87616
2026-07-17,10:15,12:10,12:20,817.8,819.65,817.58777
2026-07-17,10:25,12:20,12:30,819.65,819.15,820.15985
2026-07-17,10:35,12:30,12:40,819.15,818.25,819.0563
2026-07-17,10:45,12:40,12:50,818.25,817.75,818.47845
2026-07-17,10:55,12:50,13:00,817.75,817.8,818.8521
2026-07-17,11:05,13:00,13:10,817.8,818.7,818.666
2026-07-17,11:15,13:10,13:20,818.7,817.65,818.2047
2026-07-17,11:25,13:20,13:30,817.65,818.1,817.74176
2026-07-17,11:35,13:30,13:40,818.1,817.9,817.9584
2026-07-17,11:45,13:40,13:50,817.9,817.0,818.2791
2026-07-17,11:55,13:50,14:00,817.0,817.5,817.55554
2026-07-17,12:05,14:00,14:10,817.5,819.4,817.86896
2026-07-17,12:15,14:10,14:20,819.4,820.65,818.63873
2026-07-17,12:25,14:20,14:30,820.65,820.05,819.6361
2026-07-17,12:35,14:30,14:40,820.05,820.8,818.87256
2026-07-17,12:45,14:40,14:50,820.8,819.65,820.825
2026-07-17,12:55,14:50,15:00,819.65,819.0,819.32355
2026-07-17,13:05,15:00,15:10,819.0,819.1,818.91205
2026-07-17,13:15,15:10,15:20,819.1,820.25,818.4987
