date,window_start,predict_from,predict_to,given_end_price,actual_close,predicted_close
2026-07-14,11:25,12:20,12:25,809.95,809.3,809.8767
2026-07-14,11:30,12:25,12:30,809.3,809.85,809.5905
2026-07-14,11:35,12:30,12:35,809.85,809.95,809.7289
2026-07-14,11:40,12:35,12:40,809.95,810.5,809.6914
2026-07-14,11:45,12:40,12:45,810.5,811.45,810.567
2026-07-14,11:50,12:45,12:50,811.45,811.95,810.70636
2026-07-14,11:55,12:50,12:55,811.95,811.6,811.7331
2026-07-14,12:00,12:55,13:00,811.6,811.8,811.6988
2026-07-14,12:05,13:00,13:05,811.8,811.85,811.42737
2026-07-14,12:10,13:05,13:10,811.85,811.95,811.57263
2026-07-14,12:15,13:10,13:15,811.95,811.9,811.79
2026-07-14,12:20,13:15,13:20,811.9,811.3,811.58344
2026-07-14,12:25,13:20,13:25,811.3,812.1,810.78314
2026-07-14,12:30,13:25,13:30,812.1,811.0,812.2451
2026-07-14,12:35,13:30,13:35,811.0,809.95,811.43036
2026-07-14,12:40,13:35,13:40,809.95,809.4,809.9056
2026-07-14,12:45,13:40,13:45,809.4,809.95,809.3342
2026-07-14,12:50,13:45,13:50,809.95,810.0,809.95447
2026-07-14,12:55,13:50,13:55,810.0,810.35,809.95026
2026-07-14,13:00,13:55,14:00,810.35,810.25,810.335
2026-07-14,13:05,14:00,14:05,810.25,810.0,809.92737
2026-07-14,13:10,14:05,14:10,810.0,810.25,809.74896
2026-07-14,13:15,14:10,14:15,810.25,809.95,809.2941
2026-07-14,13:20,14:15,14:20,809.95,810.15,810.61725
2026-07-14,13:25,14:20,14:25,810.15,810.05,809.83575
2026-07-14,13:30,14:25,14:30,810.05,809.9,809.94763
2026-07-14,13:35,14:30,14:35,809.9,809.9,809.952
2026-07-14,13:40,14:35,14:40,809.9,809.25,809.8681
2026-07-14,13:45,14:40,14:45,809.25,807.25,809.7915
2026-07-14,13:50,14:45,14:50,807.25,807.85,808.2718
2026-07-14,13:55,14:50,14:55,807.85,809.1,807.7863
2026-07-14,14:00,14:55,15:00,809.1,809.5,809.30585
2026-07-14,14:05,15:00,15:05,809.5,809.8,808.02454
2026-07-14,14:10,15:05,15:10,809.8,809.65,809.25397
2026-07-14,14:15,15:10,15:15,809.65,808.8,809.85364
2026-07-14,14:20,15:15,15:20,808.8,808.95,809.02954
2026-07-14,14:25,15:20,15:25,808.95,809.0,808.714
2026-07-15,09:15,10:10,10:15,817.15,818.6,816.7774
2026-07-15,09:20,10:15,10:20,818.6,818.35,818.48926
2026-07-15,09:25,10:20,10:25,818.35,818.15,817.94995
2026-07-15,09:30,10:25,10:30,818.15,818.05,818.52374
2026-07-15,09:35,10:30,10:35,818.05,817.85,817.8844
2026-07-15,09:40,10:35,10:40,817.85,818.05,817.6154
2026-07-15,09:45,10:40,10:45,818.05,818.0,817.81915
2026-07-15,09:50,10:45,10:50,818.0,817.5,817.83966
2026-07-15,09:55,10:50,10:55,817.5,816.9,817.26105
2026-07-15,10:00,10:55,11:00,816.9,817.65,817.12305
2026-07-15,10:05,11:00,11:05,817.65,817.65,817.6867
2026-07-15,10:10,11:05,11:10,817.65,816.45,817.311
2026-07-15,10:15,11:10,11:15,816.45,816.85,816.87524
2026-07-15,10:20,11:15,11:20,816.85,816.85,816.5462
2026-07-15,10:25,11:20,11:25,816.85,818.4,816.7052
2026-07-15,10:30,11:25,11:30,818.4,819.0,817.385
2026-07-15,10:35,11:30,11:35,819.0,818.25,817.9761
2026-07-15,10:40,11:35,11:40,818.25,817.05,818.1357
2026-07-15,10:45,11:40,11:45,817.05,817.9,817.0015
2026-07-15,10:50,11:45,11:50,817.9,817.45,817.9068
2026-07-15,10:55,11:50,11:55,817.45,817.8,817.72784
2026-07-15,11:00,11:55,12:00,817.8,818.55,817.71747
2026-07-15,11:05,12:00,12:05,818.55,818.8,818.48895
2026-07-15,11:10,12:05,12:10,818.8,819.0,818.63025
